STRIP_NO,STAND_NO,kmCal,kmAct,STRAINRATE_POST,KM,STRAIN_RATE
7474771300,5,205.3543,207.2789,56.55089,204.9084,54.27167
7474771300,6,222.8234,224.4615,68.79691,221.8419,67.21513
7474771300,7,270.8053,286.3301,57.96129,267.3189,56.16323
7474771400,1,130.4575,129.2852,7.20526,130.5165,7.249049
7474771400,2,140.9907,149.7427,14.49621,141.0355,14.67382
7474771400,3,152.7472,155.3,27.08916,152.6152,27.30524
7474771400,4,184.8931,196.6747,34.50615,184.7951,34.95677
7474771400,5,206.1644,214.5027,58.88054,205.7069,57.42797
7474771400,6,217.1269,233.5321,74.79848,216.2247,72.15998
7474771400,7,282.3888,290.9877,63.88206,279.7879,60.72173
7474771500,1,128.8634,137.3521,7.834431,128.8911,7.843076
7474771500,2,143.8986,151.7014,14.44821,144.1266,14.66815
7474771500,3,152.8475,154.9825,26.84012,152.6325,26.94108
7474771500,4,187.4477,196.914,34.82971,186.8705,34.59669
7474771500,5,209.1738,204.9045,57.08953,208.1216,54.5449
7474771500,6,223.3572,224.6158,67.14035,221.9703,65.20487
7474771500,7,271.197,280.8613,59.58975,268.5434,57.36861
7474771600,1,132.3494,131.7214,7.812558,132.4002,7.856137
7474771600,2,143.414,145.1637,14.50591,143.4633,14.68446
7474771600,3,151.3425,151.3718,26.67175,151.3394,26.95743
7474771600,4,186.2267,192.3596,34.36947,186.1559,34.6069
7474771600,5,206.003,202.8684,56.74524,205.7642,54.5456
7474771600,6,222.8144,225.1521,68.05889,222.0649,65.19228
7474771600,7,271.7784,281.7258,59.56628,269.7326,57.3513
7474771700,1,126.7121,128.9889,6.549921,126.7419,6.610897
7474771700,2,133.8676,141.9523,11.73399,133.9812,11.81376
7474771700,3,141.9932,146.3463,21.02116,141.915,21.16258
7474771700,4,173.4701,179.2845,25.84475,173.5748,26.12131
7474771700,5,178.9139,174.8643,43.54523,178.4431,41.46704
7474771700,6,179.5169,170.0386,50.4507,178.6985,48.56451
7474771700,7,224.0163,204.726,48.08588,222.2769,46.53394
7474771800,1,127.7975,136.0566,6.571548,127.8355,6.614362
7474771800,2,135.6646,146.6755,11.68227,135.7411,11.81794
7474771800,3,143.4833,150.2142,21.15396,143.2758,21.16669
7474771800,4,175.3373,177.8445,25.92319,175.2404,26.12384
7474771800,5,179.5367,179.7171,43.23444,178.9113,41.46722
7474771800,6,179.4655,176.4331,50.69429,178.5158,48.56149
7474771800,7,225.3871,217.6046,49.234,223.418,46.52914
7474771900,1,123.0604,131.6521,6.574552,123.117,6.62478
7474771900,2,132.4343,143.2551,11.71589,132.4652,11.83052
7474771900,3,139.086,146.4119,21.17613,138.8451,21.17907
7474771900,4,170.8403,174.6234,25.73219,170.8246,26.13146
7474771900,5,176.5625,176.0617,43.30266,176.0694,41.46785
7474771900,6,177.8284,177.2666,50.35483,176.9412,48.55252
7474771900,7,221.5739,213.265,49.61611,219.6946,46.5149
7474772000,1,126.3086,130.8156,7.874139,126.2655,7.887362
7474772000,2,135.3466,139.9483,14.58465,135.4051,14.75519
7474772000,3,144.0448,141.6124,26.24626,144.5817,27.10794
7474772000,4,177.8427,211.4766,35.09843,177.3095,34.81664
7474772000,5,182.2814,169.3698,58.04358,181.6739,54.89959
7474772000,6,182.4272,178.7441,66.72214,181.3355,63.22094
7474772000,7,227.4573,231.1611,60.91668,225.308,58.79621
7474775600,1,121.7272,114.7987,8.117928,121.6603,8.08366
7474775600,2,137.7865,137.2749,17.7605,137.8319,17.87115
7474775600,3,152.4009,154.5079,35.31929,152.2704,35.70664
7474775600,4,191.536,198.9845,50.62598,191.079,50.92305
7474775600,5,213.7413,214.9152,82.43964,213.072,80.81919
7474775600,6,228.9579,225.5802,107.609,227.0575,104.1491
7474775600,7,289.8457,287.4454,98.29742,284.1758,93.75132
7474775700,1,123.6323,117.8084,8.097104,123.5659,8.083843
7474775700,2,142.0544,139.4181,17.69985,142.1305,17.8714
7474775700,3,154.7524,155.8003,35.41783,154.5324,35.70691
7474775700,4,193.5074,201.005,50.48034,193.3273,50.92322
7474775700,5,215.7584,215.7975,81.8463,215.42,80.81915
7474775700,6,230.4261,229.2165,107.3784,228.7391,104.1488
7474775700,7,291.9927,290.5963,98.08871,286.5044,93.75099
7475470300,1,118.0317,132.0005,8.026183,118.0667,8.037458
7475470300,2,137.5563,136.6295,17.78757,137.5911,17.9639
7475470300,3,145.7411,140.7031,35.41798,145.5504,35.59635
7475470300,4,185.224,179.557,52.43023,184.9283,52.70676
7475470300,5,203.5506,206.6156,92.86417,202.4988,88.29836
7475470300,6,201.615,187.7633,110.7126,200.1511,105.3022
7475470300,7,241.1171,263.8975,102.8525,238.6941,101.6807
7475470400,1,129.7362,141.6659,9.461611,129.7121,9.441891
7475470400,2,143.7002,142.0558,20.95713,143.7512,21.12859
7475470400,3,152.354,139.6266,42.10545,152.1763,41.90945
7475470400,4,189.2304,176.4553,62.17037,188.9154,62.09607
7475470400,5,201.3968,209.2434,107.2258,200.4977,104.0865
7475470400,6,206.3272,185.4393,127.1121,205.0881,124.1793
7475470400,7,250.9992,258.8889,120.6094,248.2117,119.9354
7475470500,1,125.263,139.7056,8.401928,125.3234,8.40408
7475470500,2,144.8666,142.1987,18.65689,144.7784,18.81017
7475470500,3,146.802,141.6761,37.07732,146.5866,37.31719
7475470500,4,187.5078,178.973,55.61953,186.7437,55.2981
7475470500,5,199.3068,210.3416,96.73573,198.0485,92.70052
7475470500,6,194.7995,193.5004,116.5753,193.0318,110.6028
7475470500,7,240.5178,279.3138,109.1531,236.2984,106.8266
7475470600,1,122.245,129.6222,7.428862,122.2621,7.425382
7475470600,2,136.58,134.4225,17.2007,136.5892,17.3218
7475470600,3,144.3595,139.5817,34.71228,144.0729,34.86183
7475470600,4,183.5376,177.2095,51.93546,183.1851,52.15447
7475470600,5,202.411,210.8358,91.2653,201.5952,88.13315
7475470600,6,192.4079,190.3884,108.6547,191.1484,105.741
7475470600,7,240.3053,250.854,108.2391,238.0797,102.4528
7475472400,1,123.7371,117.0746,7.235666,123.7599,7.261847
7475472400,2,135.0182,131.024,14.69185,135.048,14.81983
7475472400,3,143.2395,136.6264,31.09506,143.1617,31.26363
7475472400,4,175.4341,171.3833,43.55127,175.5193,43.62492
7475472400,5,188.0486,199.1149,74.53175,187.8359,73.32688
7475472400,6,189.9153,200.105,93.99075,189.3798,93.25775
7475472400,7,238.2112,217.4173,80.99841,235.6508,78.4289
7475472600,1,122.4462,120.4756,7.238118,122.4574,7.297633
7475472600,2,140.8248,133.135,13.69845,140.9152,13.8085
7475472600,3,140.1042,135.9883,26.15805,140.3059,26.51612
7475472600,4,173.3318,189.2487,35.22212,173.1526,35.46535
7475472600,5,191.8507,188.6236,61.96688,191.7311,59.1764
7475472600,6,185.0196,182.6448,69.80765,184.4504,67.40443
7475472600,7,237.8877,226.7092,67.32104,236.4323,64.6413
7475472700,1,131.5105,127.7432,7.648092,131.4891,7.65774
7475472700,2,139.919,139.3372,13.8387,140.0585,14.01637
7475472700,3,150.6338,144.7215,26.07865,150.4624,26.08738
7475472700,4,185.6732,180.1637,34.33581,185.4674,34.20149
7475472700,5,205.4173,205.5578,57.76952,204.8668,56.04493
7475472700,6,222.1237,205.0854,65.91402,221.0082,63.04705
7475472700,7,281.9133,282.955,61.58685,278.2564,60.02724
7475472800,1,131.3826,134.3788,7.647495,131.4062,7.683631
7475472800,2,139.6203,149.1321,13.98937,139.6086,14.0486
7475472800,3,149.3818,158.6851,26.01043,149.1856,26.12077
7475472800,4,182.5257,195.4664,35.00418,181.745,34.22302
7475472800,5,202.8499,192.0889,58.72417,202.2623,56.04696
7475472800,6,220.2947,206.2818,65.566,219.357,63.02363
7475472800,7,280.8767,276.486,62.37032,277.5133,59.9907
7475472900,1,127.2149,123.5085,6.166629,127.2496,6.200775
7475472900,2,136.2653,132.2553,11.12174,136.2351,11.15548
7475472900,3,145.5737,140.4447,20.97707,145.3628,20.77884
7475472900,4,178.0963,168.9457,25.92425,178.6203,26.58446
7475472900,5,195.2617,213.3408,45.23415,195.2095,44.52134
7475472900,6,217.7409,216.5843,52.91463,217.0463,49.59377
7475472900,7,265.9914,265.8245,55.42269,262.8332,51.86327
7475473000,1,131.5352,127.9566,7.64397,131.5314,7.667918
7475473000,2,140.3569,139.5724,13.94932,140.3285,14.02905
7475473000,3,149.8098,146.6516,26.01301,149.76,26.10052
7475473000,4,182.0255,180.6298,33.66118,182.4082,34.20997
7475473000,5,201.4286,214.1127,56.89637,201.9673,56.04577
7475473000,6,217.3419,223.5707,66.49828,217.344,63.03787
7475473000,7,280.4507,274.493,65.55503,277.9287,60.01285
7475473100,1,131.2585,127.5081,7.639865,131.2665,7.674744
7475473100,2,140.387,139.2227,13.96967,140.3583,14.03755
7475473100,3,149.4734,144.8417,25.99984,149.4698,26.10933
7475473100,4,181.4409,176.3281,33.93079,182.2776,34.21566
7475473100,5,201.7863,213.4827,56.72006,203.3857,56.04632
7475473100,6,216.3773,217.5496,66.94848,217.7843,63.03171
7475473100,7,277.776,280.8534,64.0239,276.683,60.00328
7475473200,1,130.9879,124.8705,7.669144,131.0138,7.684832
7475473200,2,140.3648,137.5046,13.99199,140.3251,14.0501
7475473200,3,148.9551,145.313,26.09569,148.9538,26.12233
7475473200,4,181.8489,180.8976,34.46565,181.704,34.22401
7475473200,5,205.0334,213.672,57.69188,204.6696,56.04708
7475473200,6,219.5956,216.814,66.47243,217.7353,63.02261
7475473200,7,281.8631,283.1972,63.02895,277.4633,59.98901
7475473300,1,130.5633,131.0986,7.621645,130.5135,7.641509
7475473300,2,139.5619,144.6022,13.90157,139.6051,13.99616
7475473300,3,148.1341,151.7303,25.86776,148.102,26.06642
7475473300,4,180.8767,185.8175,33.94461,180.9751,34.188
7475473300,5,204.4515,208.806,57.79053,204.83,56.0437
7475473300,6,217.8814,221.1826,66.11478,216.759,63.06179
7475473300,7,280.8242,279.5978,64.92918,277.3757,60.05016
7475473400,1,128.7896,123.7419,7.037292,128.7886,7.066162
7475473400,2,142.2188,140.8752,13.87467,142.2142,13.98658
7475473400,3,151.4217,149.6169,26.35489,151.312,26.39627
7475473400,4,187.6348,185.6801,34.16936,187.6378,34.52799
7475473400,5,207.7802,221.4236,59.57122,207.487,59.04229
7475473400,6,221.6062,228.8736,73.07561,220.7429,69.80278
7475473400,7,280.3684,286.1264,69.10376,276.633,63.57058
7475473500,1,126.7332,123.8604,7.018034,126.7356,7.068032
7475473500,2,139.1164,139.3386,13.87069,139.2082,13.98908
7475473500,3,149.406,148.1944,26.25767,149.3996,26.39892
7475473500,4,185.0145,181.8834,34.20276,185.267,34.5298
7475473500,5,208.9008,221.9383,60.13139,208.9835,59.04262
7475473500,6,222.0039,224.5731,72.47013,221.4025,69.80087
7475473500,7,279.9208,286.6681,68.15261,277.0221,63.56771
7475473600,1,119.6619,120.5429,7.503769,119.6447,7.518521
7475473600,2,136.4212,132.8247,15.02509,136.454,15.16984
7475473600,3,143.7017,138.9813,31.94158,143.5976,32.05477
7475473600,4,178.3352,168.3888,43.79625,178.6385,44.77579
7475473600,5,194.7309,206.418,78.51615,194.254,78.15443
7475473600,6,188.2624,189.7144,88.57983,187.1252,86.24981
7475473600,7,243.4948,246.8995,86.1732,239.5424,82.84545
7475474600,1,129.4985,127.9935,8.383329,129.5234,8.438662
7475474600,2,144.785,147.9485,19.95067,144.5678,19.94002
7475474600,3,160.6183,160.1768,40.18807,160.3298,40.36963
7475474600,4,199.9123,194.7637,58.16117,199.9445,58.83097
7475474600,5,220.3506,240.4262,97.39468,220.9338,100.261
7475474600,6,230.5701,231.8636,125.1556,230.3649,116.7534
7475474600,7,282.9323,299.3721,118.5491,281.1511,99.72401
7475474700,1,129.4012,124.4431,8.447898,129.3373,8.415292
7475474700,2,145.2236,140.0591,19.76097,145.1636,19.93268
7475474700,3,160.7134,152.1014,39.9216,160.8668,40.43243
7475474700,4,197.7444,187.2782,59.04762,198.1506,58.99439
7475474700,5,221.9459,239.9977,100.2732,222.1214,100.6437
7475474700,6,230.12,226.4626,121.6485,229.5059,117.2808
7475474700,7,283.8542,299.2775,112.6049,282.1787,100.2077
7475474800,1,124.091,120.6851,8.357252,124.1551,8.40044
7475474800,2,142.9627,138.181,19.67417,142.9688,19.91011
7475474800,3,158.332,151.7589,40.0599,158.1567,40.40712
7475474800,4,199.0876,189.4441,58.9233,199.1253,58.9764
7475474800,5,218.5536,234.8446,100.9286,218.2571,100.6405
7475474800,6,228.545,222.9258,120.64,227.5917,117.2987
7475474800,7,284.5388,295.0702,111.0423,282.51,100.2318
7475475000,1,121.0685,119.0149,9.341121,121.1072,9.368261
7475475000,2,139.5483,137.0104,23.27813,139.5069,23.50566
7475475000,3,149.7071,151.9259,47.96255,149.4614,48.41677
7475475000,4,189.4413,184.9075,71.93905,189.5791,72.95306
7475475000,5,197.6032,218.7017,115.8111,197.6199,120.7001
7475475000,6,191.8289,208.5989,144.5915,191.4451,138.2778
7475475000,7,228.7444,269.4223,141.0688,227.4955,123.7676
7475476200,1,129.1727,121.8387,8.685548,129.1254,8.661454
7475476200,2,145.231,141.8445,20.37536,145.4724,20.75105
7475476200,3,165.0247,152.5386,38.20449,164.7357,38.3986
7475476200,4,196.612,187.4875,57.72217,195.9676,57.09907
7475476200,5,221.0724,229.8384,101.7292,219.9923,98.60168
7475476200,6,229.8558,225.001,118.8009,227.8894,115.2777
7475476200,7,288.2641,290.2152,112.6562,285.0441,104.8869
7475477000,1,132.9862,117.2124,7.99854,133.0305,8.016028
7475477000,2,151.5039,136.9083,17.23188,151.7532,17.63359
7475477000,3,172.2989,141.5835,36.28938,171.4636,35.25031
7475477000,4,181.0002,174.2481,51.12456,180.653,51.75065
7475477000,5,197.7901,218.7691,87.94621,196.4195,86.01698
7475477000,6,211.7575,202.935,106.3156,210.1181,101.0221
7475477000,7,252.3012,270.1125,93.00249,249.636,94.77103
7475477100,1,119.9116,115.5815,7.99437,119.9439,8.010759
7475477100,2,136.7769,136.9997,17.35982,136.8615,17.6259
7475477100,3,158.0067,142.7237,35.63611,157.6172,35.24157
7475477100,4,190.0059,175.9514,51.72279,189.8026,51.74426
7475477100,5,207.0633,216.9204,88.52239,206.0992,86.0153
7475477100,6,206.2999,204.2458,101.8144,205.0432,101.0274
7475477100,7,263.01,268.5471,94.67583,260.8918,94.77979
7475477200,1,117.233,113.2502,7.800006,117.1691,7.769266
7475477200,2,128.008,132.8405,16.5326,128.0203,16.68855
7475477200,3,147.0682,137.0479,32.4236,146.8163,32.51827
7475477200,4,175.7572,172.4544,46.90226,175.7727,47.86172
7475477200,5,189.3375,209.7574,84.13866,188.9175,81.99746
7475477200,6,205.1351,199.3953,104.487,204.2581,101.5197
7475477200,7,242.2776,234.3217,102.4155,240.5704,101.995
7475770100,1,130.6136,130.4089,7.878509,130.5895,7.858488
7475770100,2,145.5584,162.6153,14.66961,145.7114,14.93732
7475770100,3,152.8136,150.1324,25.52638,152.5823,25.42458
7475770100,4,186.3208,186.9342,33.34174,186.6633,33.68394
7475770100,5,209.5957,210.4541,57.36202,209.4325,54.10361
7475770100,6,225.1684,222.5293,63.4054,223.6781,63.06528
7475770100,7,282.0234,292.2396,61.78021,281.2499,62.09795
7475770200,1,129.2036,129.7194,7.823757,129.2434,7.82722
7475770200,2,140.0989,150.5667,14.58125,140.3428,14.87271
7475770200,3,149.2406,146.3841,25.15276,149.102,25.30739
7475770200,4,182.6263,187.9718,33.32435,182.2891,33.52228
7475770200,5,207.1916,203.4484,57.40285,206.0215,53.8346
7475770200,6,222.0329,229.9871,64.83948,220.5234,62.7438
7475770200,7,284.3103,286.0615,62.22787,282.0211,61.77649
7475770300,1,122.8696,120.852,7.426927,122.8623,7.426862
7475770300,2,137.0792,150.3897,14.67667,137.5547,15.17679
7475770300,3,146.8409,141.4514,26.15942,146.5567,26.22661
7475770300,4,175.9299,179.0222,34.70998,175.7203,35.02609
7475770300,5,190.3651,182.7645,61.93229,189.1947,59.10226
7475770300,6,190.0308,187.3411,71.07803,188.4171,70.44443
7475770300,7,232.7748,223.0752,60.6746,229.6575,62.33787
7475770400,1,121.5412,121.5847,7.431431,121.5257,7.421886
7475770400,2,137.6046,149.464,14.98886,137.7356,15.17021
7475770400,3,140.9508,141.4548,26.0666,140.8209,26.22007
7475770400,4,175.9632,181.6598,35.0649,175.6629,35.02155
7475770400,5,188.7097,181.9786,61.51119,187.7882,59.10141
7475770400,6,188.9008,190.7021,71.71257,187.4826,70.44928
7475770400,7,230.3265,232.4915,62.84202,227.6318,62.34491
7475770500,1,119.1804,120.9042,7.430441,119.1574,7.417067
7475770500,2,138.2639,147.9284,14.96048,138.4337,15.16384
7475770500,3,140.1877,140.3048,26.01676,140.0854,26.21375
7475770500,4,175.3608,181.5075,34.92112,175.2131,35.01714
7475770500,5,191.1714,187.877,61.73841,190.2159,59.10056
7475770500,6,191.7949,196.2604,71.97172,190.4046,70.4539
7475770500,7,235.6737,238.2416,63.58539,234.4583,62.35169
7475770600,1,119.6777,118.9984,7.656722,119.6673,7.662111
7475770600,2,139.1782,146.5994,14.07951,139.2587,14.19839
7475770600,3,139.6078,141.3628,25.68321,139.464,25.72091
7475770600,4,176.7699,179.8604,34.40175,177.0139,34.63201
7475770600,5,189.5672,188.2262,60.34309,189.4251,58.89642
7475770600,6,191.1647,195.0873,72.57196,190.5361,70.59488
7475770600,7,235.946,227.2194,64.96956,234.3099,62.65717
7475770700,1,124.8665,139.5093,6.795385,124.9306,6.819473
7475770700,2,132.6582,149.0689,11.18244,132.7655,11.3657
7475770700,3,141.6561,140.5013,20.28365,141.2785,20.11847
7475770700,4,169.5176,170.3433,25.96186,169.4405,26.27875
7475770700,5,182.6261,183.2341,45.54263,182.2969,43.41789
7475770700,6,190.819,187.4779,51.54097,190.2134,48.76298
7475770700,7,235.7164,243.3073,51.74316,234.1499,49.52308
7475773100,1,123.3745,112.8778,6.469999,123.3296,6.478127
7475773100,2,132.4145,142.0452,11.88192,132.511,11.99349
7475773100,3,141.2765,139.1042,20.41151,141.1923,20.53929
7475773100,4,172.367,172.7856,26.54324,172.8649,26.87568
7475773100,5,195.2738,195.4397,46.88368,195.3251,44.47749
7475773100,6,213.4895,207.938,53.16327,212.1138,50.01002
7475773100,7,270.0221,259.5728,52.26929,267.4946,50.82806
7475773200,1,126.6245,123.0488,6.468826,126.615,6.49649
7475773200,2,135.8194,152.0244,11.91597,135.9367,12.01612
7475773200,3,144.6588,150.7449,20.37764,144.6463,20.56161
7475773200,4,177.2394,188.6944,27.04265,176.8696,26.8907
7475773200,5,200.3883,190.1251,46.99629,199.6312,44.47977
7475773200,6,218.496,214.596,52.44761,216.4702,49.9954
7475773200,7,265.6644,267.5108,53.06656,262.5477,50.80157
7475773300,1,125.4487,126.0501,8.003324,125.5074,8.074069
7475773300,2,141.4723,156.8297,15.05892,141.5065,15.17989
7475773300,3,148.4978,157.9125,25.41549,148.585,25.89016
7475773300,4,182.5125,195.7102,34.60886,182.3099,34.63871
7475773300,5,203.4289,190.2222,59.51175,203.5239,55.99225
7475773300,6,217.7944,209.6964,66.2261,216.5929,63.49898
7475773300,7,278.9867,278.5543,59.66159,276.1473,58.7303
7475773400,1,124.342,125.7886,7.635349,124.3025,7.650929
7475773400,2,137.9807,161.1194,14.8884,137.9609,14.95208
7475773400,3,145.7709,165.522,25.90722,145.8242,26.32085
7475773400,4,180.8131,206.6264,35.99961,180.5609,35.97346
7475773400,5,202.223,196.1269,62.29062,202.6443,59.29316
7475773400,6,215.6617,233.939,70.77219,214.9098,68.15173
7475773400,7,281.6625,286.3964,69.06986,279.358,63.52717
7475773500,1,124.6027,114.2659,7.64383,124.5534,7.645165
7475773500,2,139.3032,164.1708,14.82407,139.3566,14.94467
7475773500,3,146.8435,164.3618,25.96039,146.8439,26.31336
7475773500,4,185.043,202.7238,36.27109,184.8481,35.96832
7475773500,5,203.3085,202.4838,61.41469,203.4132,59.29239
7475773500,6,219.8271,238.5771,71.42509,218.6391,68.15689
7475773500,7,281.8591,287.8619,67.19437,279.5715,63.53534
7475870300,1,122.7189,132.9844,8.511329,122.7303,8.543235
7475870300,2,138.7226,155.9297,17.50523,139.0743,17.83599
7475870300,3,145.6926,139.2448,33.61426,145.3732,33.54158
7475870300,4,182.6397,166.5784,48.05202,182.356,47.7363
7475870300,5,192.3064,205.629,82.40083,191.2247,81.16911
7475870300,6,199.0804,192.0111,99.75946,197.9123,98.01859
7475870300,7,249.4333,218.3752,97.74701,245.5515,96.40801
7475870400,1,127.5156,135.99,7.607761,127.5238,7.61628
7475870400,2,143.9316,158.6978,15.51867,144.0452,15.64741
7475870400,3,152.1343,140.7246,32.5518,151.6517,32.13448
7475870400,4,181.8942,169.0862,44.0659,181.8635,43.89581
7475870400,5,195.5696,213.7567,74.97482,195.2274,74.0408
